ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	lnc_id
GO:0005525	GTP binding	80/2924	156/8638	4.5599988142068485e-6	1.4196796308230654e-4	1.209599685452764e-4	111132918/111103926/111131638/111102243/111105692/111100808/111131818/111135002/111135311/111131657/111135733/111119749/111125079/111134153/111129819/111118257/111119685/111100691/111129838/111120644/111125294/111126975/111105302/111108105/111101027/111133155/111130166/111131315/111113270/111119695/111120116/111130732/111125144/111136102/111134146/111136265/111137218/111134629/111133237/111133384/111100042/111108255/111124673/111134148/111119448/111125080/111125427/111134713/111120699/111108521/111132906/111124746/111116971/111112319/111115065/111121217/111138028/111125413/111121517/111119767/111137010/111105912/111125104/111112915/111101010/111125356/111136391/111132873/111129843/111131730/111123746/111130272/111137305/111127225/111120855/111114558/111112993/111114498/111118582/111119655	80	rna-XR_002638098.1
GO:0006606	protein import into nucleus	23/2924	31/8638	5.043955895698874e-6	1.472204627057109e-4	1.2543521898514306e-4	111121980/111118796/111113217/111136615/111122065/111136185/111131148/111106364/111118745/111103812/111107093/111100852/111131105/111099524/111127431/111104027/111123666/111135682/111120993/111122996/111137248/111130920/111119931	23	rna-XR_002638098.1
GO:0000785	chromatin	30/2924	45/8638	6.728701746997989e-6	1.8484139504988594e-4	1.5748911828886936e-4	111136084/111136050/111121456/111118586/111129295/111117840/111125107/111127973/111127026/111138286/111124749/111127274/111118300/111135485/111128966/111129195/111130935/111123809/111132990/111131654/111119195/111138277/111136239/111108192/111119410/111134735/111118225/111119646/111136667/111128837	30	rna-XR_002638098.1
GO:0005762	mitochondrial large ribosomal subunit	21/2924	28/8638	9.955425997363977e-6	2.582879967093876e-4	2.2006731152067737e-4	111120981/111136579/111133190/111120952/111137692/111136890/111124595/111121303/111136749/111119576/111111473/111126406/111135100/111126377/111134635/111136154/111131333/111109464/111130538/111133665/111108756	21	rna-XR_002638098.1
GO:0071013	catalytic step 2 spliceosome	22/2924	30/8638	1.1192929772664075e-5	2.751104317807433e-4	2.3440041296770195e-4	111123045/111111061/111136320/111138363/111134501/111108450/111120984/111102673/111126234/111120267/111130363/111126802/111136823/111135499/111135640/111136408/111119018/111108192/111129948/111099063/111125036/111103496	22	rna-XR_002638098.1
GO:0045271	respiratory chain complex I	18/2924	23/8638	1.6260296756127e-5	3.796779292555655e-4	3.234943249376845e-4	111121844/111136504/111121087/111136515/111138180/111118640/111104128/111109666/111133037/111130956/111121111/111119577/111133766/111114769/111121515/111136787/111108591/111102448	18	rna-XR_002638098.1
GO:0005730	nucleolus	55/2924	102/8638	2.2132638069827278e-5	4.921877132671113e-4	4.193552476388326e-4	111123045/111129891/111120897/111137217/111120087/111138243/111123381/111132803/111119930/111127822/111101447/111108479/111136011/111136820/111103620/111130503/111135552/111108512/111133926/111122535/111135336/111135565/111121519/111126280/111131585/111119682/111134594/111119695/111124334/111136875/111135726/111137537/111122134/111137181/111131654/111131272/111099067/111133059/111121751/111137679/111102803/111136629/111121130/111132132/111137482/111137560/111119391/111129970/111120892/111110332/111126001/111104419/111124837/111100708/111127387	55	rna-XR_002638098.1
GO:0005739	mitochondrion	143/2924	320/8638	2.6869446591887135e-5	5.703650708368769e-4	4.8596415367145157e-4	111128042/111120825/111119453/111118962/111105879/111103813/111114675/111107699/111105692/111125723/111138406/111137581/111109896/111131091/111131633/111121920/111120704/111130026/111121538/111135733/111115725/111138224/111128646/111132172/111136015/111129161/111123896/111121650/111124057/111101895/111114229/111121087/111136134/111123203/111115771/111131212/111100756/111119686/111104439/111119427/111120233/111124193/111134852/111131327/111131030/111135916/111120828/111137662/111125202/111108359/111122846/111103250/111122042/111101916/111130179/111133413/111134378/111136154/111120839/111111357/111104128/111100562/111135360/111101152/111131868/111130095/111100599/111102659/111128795/111135094/111130956/111104085/111135317/111100042/111119683/111130025/111127800/111137596/111118429/111119577/111135445/111124673/111108305/111127947/111122314/111118028/111136020/111099203/111121515/111129316/111125847/111120770/111128659/111100768/111126391/111103014/111121171/111118461/111134559/111135903/111133041/111105866/111135467/111127513/111101925/111127953/111117954/111136621/111133507/111136090/111136048/111115710/111121118/111129097/111128617/111110359/111105912/111108184/111121209/111130538/111116418/111102390/111133026/111116974/111114668/111124731/111111041/111120090/111121196/111131597/111123103/111122078/111123976/111121504/111134249/111129960/111133661/111119746/111121564/111103557/111133170/111101039/111100475	143	rna-XR_002638098.1
GO:0046961	proton-transporting ATPase activity, rotational mechanism	11/2924	12/8638	5.4717246365771064e-5	0.001110998002296308	9.465958410188312e-4	111114799/111125836/111130836/111123623/111118152/111135828/111122264/111137078/111134337/111125575/111101041	11	rna-XR_002638098.1
GO:0005681	spliceosomal complex	13/2924	16/8638	1.3687016470833002e-4	0.00262615785574469	0.0022375468713433854	111133988/111100835/111136413/111130416/111126390/111126498/111127735/111103914/111128461/111100386/111138463/111103801/111129112	13	rna-XR_002638098.1
GO:0005783	endoplasmic reticulum	71/2924	146/8638	1.4058660897990846e-4	0.00262615785574469	0.0022375468713433854	111136327/111106015/111124585/111119635/111128205/111128545/111138014/111129494/111136657/111136083/111125987/111137095/111103367/111134680/111103667/111123325/111126972/111122052/111121441/111135553/111133503/111136530/111125459/111117746/111126068/111121654/111120883/111134472/111132921/111104099/111114766/111136404/111134266/111121140/111121482/111120480/111125951/111100861/111133475/111137017/111120591/111125815/111134575/111133811/111108609/111126467/111135257/111130644/111118985/111133739/111135116/111106319/111115433/111125385/111124793/111138488/111129333/111122309/111130055/111132623/111121532/111126164/111129670/111137103/111132406/111121436/111117947/111122340/111127387/111117721/111112291	71	rna-XR_002638098.1
GO:0022627	cytosolic small ribosomal subunit	10/2924	11/8638	1.49045373516831e-4	0.002677084208936926	0.0022809372951158756	111133033/111121848/111137591/111114067/111118126/111104388/111125240/111128580/111100708/111119040	10	rna-XR_002638098.1
GO:0006406	mRNA export from nucleus	14/2924	18/8638	1.7218645501019975e-4	0.002978187944065307	0.0025374846001503123	111121980/111122023/111131013/111135555/111118796/111133642/111128793/111125990/111138479/111124560/111136278/111099524/111137997/111121280	14	rna-XR_002638098.1
GO:0006397	mRNA processing	13/2924	17/8638	4.0068424209294584e-4	0.0064869939942487345	0.005527068026205392	111131013/111122128/111125750/111120515/111118011/111100585/111118274/111135550/111110780/111133404/111124560/111118539/111121280	13	rna-XR_002638098.1
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	9/2924	10/8638	4.028326034972448e-4	0.0064869939942487345	0.005527068026205392	111121844/111136504/111138180/111130179/111118640/111133037/111133766/111114769/111102448	9	rna-XR_002638098.1
GO:0006260	DNA replication	21/2924	33/8638	4.3837523662271775e-4	0.006824041183426973	0.00581423998046973	111134654/111120888/111131693/111130346/111135402/111126776/111135545/111131721/111134622/111136042/111135726/111124297/111137518/111136250/111119248/111131379/111137485/111125562/111136551/111108624/111115333	21	rna-XR_002638098.1
GO:0005198	structural molecule activity	12/2924	16/8638	9.179845105909428e-4	0.013828992465999041	0.011782619524732646	111105293/111114496/111120518/111106364/111134885/111119586/111137900/111136250/111108609/111133246/111118678/111123133	12	rna-XR_002638098.1
GO:0051082	unfolded protein binding	24/2924	41/8638	0.001008413689897494	0.014716537286941554	0.012538828117804367	111099081/111123621/111120649/111100598/111136560/111120186/111137483/111100668/111131153/111126088/111137300/111131740/111130179/111125459/111129841/111104669/111136575/111099544/111125815/111122516/111101057/111130072/111113194/111121532	24	rna-XR_002638098.1
GO:0006368	transcription elongation by RNA polymerase II	11/2924	15/8638	0.002066327176654204	0.02838161151463274	0.024181785534838674	111118595/111136465/111136643/111127288/111111579/111131356/111132857/111105716/111127266/111118002/111128103	11	rna-XR_002638098.1
GO:0071011	precatalytic spliceosome	11/2924	15/8638	0.002066327176654204	0.02838161151463274	0.024181785534838674	111136320/111131787/111131630/111126234/111126107/111118274/111133985/111100903/111136408/111129301/111134707	11	rna-XR_002638098.1
GO:0003712	transcription coregulator activity	18/2924	30/8638	0.002935766889625972	0.0391715182130094	0.03337503411364263	111137407/111100610/111137901/111119637/111125368/111133772/111123965/111122219/111136050/111133969/111129295/111125760/111135038/111118300/111134531/111108354/111128102/111135165	18	rna-XR_002638098.1
GO:0005643	nuclear pore	15/2924	24/8638	0.0037793978613202945	0.046478329516182804	0.03960060533555078	111135686/111118796/111133642/111125546/111136615/111106021/111136950/111099524/111127431/111123666/111120993/111122996/111118211/111124696/111138201	15	rna-XR_002638098.1
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	8/2924	10/8638	0.0037819625730512777	0.046478329516182804	0.03960060533555078	111103794/111120648/111118274/111135927/111135640/111129112/111122436/111123088	8	rna-XR_002638098.1
GO:0031491	nucleosome binding	8/2924	10/8638	0.0037819625730512777	0.046478329516182804	0.03960060533555078	111136643/111127274/111132857/111103396/111123809/111126382/111136239/111136204	8	rna-XR_002638098.1
